"","pond","treat","month","temp","taxon","abundance","mean.bodymass","max.bodymass","biomass"
"1118",6,"Warm","Aug",23.2,"MeiofaunaOstracodunknownunknown",1,1.72859590779083,1.72859590779083,0.432148976947707
"1119",6,"Warm","Aug",23.2,"MeiofaunaRotiferaKeratellavalga",1,0.161268422884276,0.161268422884276,0.040317105721069
"1120",6,"Warm","Aug",23.2,"MeiofaunaRotiferaunknownunknown",5,0.080451373367693,0.217712370893773,0.100564216709616
"1121",6,"Warm","Dec",2.5,"AlgaeDesmidClosteriumcynthia",20,0.00261928588705911,0.00317424636763121,0.0130964294352955
"1122",6,"Warm","Dec",2.5,"AlgaeDesmidClosteriumparvulum",24,0.00478780077400578,0.00577844917747222,0.0287268046440347
"1123",6,"Warm","Dec",2.5,"AlgaeDesmidPediastrumunknown",2,0.00642098289134889,0.0066008778170763,0.00321049144567444
"1124",6,"Warm","Dec",2.5,"AlgaeDesmidPleurotaeniumunknown",3,0.283257099177686,0.322041872661615,0.212442824383265
"1125",6,"Warm","Dec",2.5,"AlgaeDesmidSpirogyraunknown",31,1.40077055267939,3.08223241119666,10.8559717832653
"1126",6,"Warm","Dec",2.5,"AlgaeDesmidStaurodesmusunknown",13,3.11248056166653e-05,3.48339793430036e-05,0.000101155618254162
"1127",6,"Warm","Dec",2.5,"AmoebaAmoebaunknownunknown",1,7.12953634964909,7.12953634964909,1.78238408741227
"1128",6,"Warm","Dec",2.5,"CiliateAspidiscidaeAspidiscacostata",1,0.00108856185446886,0.00108856185446886,0.000272140463617215
"1129",6,"Warm","Dec",2.5,"CiliateHalteridaeHalteriagrandinella",1,0.00167920745328252,0.00167920745328252,0.00041980186332063
"1130",6,"Warm","Dec",2.5,"CiliateSpirostomidaeSpirostomumunknown",1,0.284601190848215,0.284601190848215,0.0711502977120538
"1131",6,"Warm","Dec",2.5,"FlagellateFlagellateEuglenaunknown",3,0.0173154174431552,0.0173363554600597,0.0129865630823664
"1132",6,"Warm","Dec",2.5,"FlagellateFlagellateFlagellateunknown",36,0.000392100651931447,0.00132111092026799,0.00352890586738302
"1133",6,"Warm","Dec",2.5,"FlagellateFlagellatePeridiniumunknown",12,0.00315665131074277,0.00335631841706755,0.0094699539322283
"1134",6,"Warm","Dec",2.5,"FlagellateFlagellateunknownunknown",24,0.000128492295812452,0.000557343669488058,0.000770953774874712
"1135",6,"Warm","Feb",8,"FlagellateFlagellatePeridiniumunknown",23,0.0032144791739494,0.00359225411974725,0.0184832552502091
"1136",6,"Warm","Feb",8,"FlagellateFlagellateunknownunknown",36,0.000110652129247188,0.000136070231808608,0.000995869163224696
"1137",6,"Warm","Feb",8,"MeiofaunaNematodaunknownunknown",3,0.360524966682467,0.679504499822897,0.270393725011851
"1138",6,"Warm","Feb",12,"AlgaeDesmidClosteriumcynthia",5,0.00305048091648867,0.00343437233374354,0.00381310114561083
"1139",6,"Warm","Feb",12,"AlgaeDesmidClosteriumparvulum",7,0.0051243098967344,0.00746471212425593,0.0089675423192852
"1140",6,"Warm","Feb",12,"AlgaeDesmidCosmariumunknown",9,0.0203955995234607,0.0525351642927333,0.0458900989277867
"1141",6,"Warm","Feb",12,"AlgaeDesmidSpirogyraunknown",42,1.01400393002306,3.9995213948992,10.6470412652421
"1142",6,"Warm","Feb",12,"AlgaeDesmidXanthidiumunknown",2,0.000744757735432448,0.000746390578214151,0.000372378867716224
"1143",6,"Warm","Feb",12,"AlgaeDiatomCymbellaunknown",33,0.00108856185446886,0.00108856185446886,0.0089806352993681
"1144",6,"Warm","Feb",12,"AlgaeDiatomNaviculaunknown",50,0.000195578279852906,0.000195578279852906,0.00244472849816132
"1145",6,"Warm","Jan",8,"AlgaeDesmidCosmariumunknown",14,0.00434890828116068,0.00480450885456835,0.0152211789840624
"1146",6,"Warm","Jan",8,"AlgaeDesmidSpirogyraunknown",22,0.797115577534762,1.24164352618253,4.38413567644119
"1147",6,"Warm","Jan",8,"AlgaeDesmidStaurodesmusunknown",15,4.2655497852891e-05,4.64453057906715e-05,0.000159958116948341
"1148",6,"Warm","Jan",8,"AlgaeDesmidXanthidiumunknown",33,0.000945919934427722,0.0010371575446745,0.0078038394590287
"1149",6,"Warm","Jan",8,"FlagellateFlagellatePeridiniumunknown",11,0.00321525252934096,0.00351061198066208,0.00884194445568765
"1150",6,"Warm","Jan",8,"FlagellateFlagellateunknownunknown",22,0.00015806687817088,0.000186426296854223,0.000869367829939841
"1151",6,"Warm","Jan",8,"MeiofaunaNematodaunknownunknown",3,0.360524966682467,0.679504499822897,0.270393725011851
"1152",6,"Warm","Jul",19,"CiliateHalteridaeHalteriagrandinella",3,0.0016283810220035,0.00172428197747868,0.00122128576650263
"1153",6,"Warm","Jul",23.2,"AlgaeDesmidClosteriumcynthia",30,0.0046303591164062,0.00513692339123857,0.0347276933730465
"1154",6,"Warm","Jul",23.2,"AlgaeDesmidClosteriumparvulum",31,0.0074834528588986,0.00885424117293257,0.0579967596564642
"1155",6,"Warm","Jul",23.2,"AlgaeDesmidCosmariumunknown",20,0.00800513268861757,0.00863773831521043,0.0400256634430878
"1156",6,"Warm","Jul",23.2,"AlgaeDesmidPleurotaeniumunknown",32,0.058310714303785,0.0838918335844004,0.46648571443028
"1157",6,"Warm","Jul",23.2,"AlgaeDesmidStaurodesmusunknown",58,5.25903046543244e-05,0.000205738190494615,0.000762559417487704
"1158",6,"Warm","Jul",23.2,"AlgaeDiatomAmphoraunknown",2,0.00278365424740549,0.00298701372866256,0.00139182712370275
"1159",6,"Warm","Jul",23.2,"AlgaeDiatomPeniumunknown",143,0.000635037103807012,0.000936647000111875,0.0227025764611007
"1160",6,"Warm","Jul",23.2,"CiliateCinetochilidaeCinetochilummargaritaceum",1,0.000322536845768552,0.000322536845768552,8.0634211442138e-05
"1161",6,"Warm","Jul",23.2,"CiliateColepidaeColepshirtus",9,0.00537968612382036,0.00602555271843665,0.0121042937785958
"1162",6,"Warm","Jul",23.2,"CiliateCyclidiidaeCyclidiumbrandoni",1,0.000322536845768552,0.000322536845768552,8.0634211442138e-05
"1163",6,"Warm","Jul",23.2,"CiliateCyclidiidaeCyclidiumglaucoma",1,0.000390269583379948,0.000390269583379948,9.7567395844987e-05
"1164",6,"Warm","Jul",23.2,"CiliateHalteridaeHalteriagrandinella",9,0.00135085598493331,0.00158043054426591,0.00303942596609995
"1165",6,"Warm","Jul",23.2,"CiliateLitonotidaeAcineriauncinata",5,0.00348842950909435,0.00393091780780423,0.00436053688636794
"1166",6,"Warm","Jul",23.2,"CiliateLoxodidaeLoxodesrostrum",3,0.0149198018992797,0.0154978954391789,0.0111898514244598
"1167",6,"Warm","Jul",23.2,"CiliateSpirofilidaeStichotrichasecunda",2,0.0182686885298594,0.0220484171912096,0.0091343442649297
"1168",6,"Warm","Jul",23.2,"FlagellateFlagellatePeridiniumunknown",133,0.00306741534141785,0.00367389625883241,0.101991560102143
"1169",6,"Warm","Jul",23.2,"FlagellateFlagellateunknownunknown",507,0.000380852659400812,0.00108856185446886,0.0482730745790529
"1170",6,"Warm","Jul",23.2,"MeiofaunaOstracodunknownunknown",1,1.84916018073912,1.84916018073912,0.46229004518478
"1171",6,"Warm","Jul",23.2,"MeiofaunaRotiferaKeratellavalga",1,0.161268422884276,0.161268422884276,0.040317105721069
"1172",6,"Warm","Jul",23.2,"MeiofaunaRotiferaunknownunknown",5,0.080451373367693,0.217712370893773,0.100564216709616
"1173",6,"Warm","Jun",19,"CiliateHalteridaeHalteriagrandinella",3,0.00119975643204757,0.00131715984390732,0.00089981732403568
"1174",6,"Warm","Jun",23.2,"AlgaeDesmidClosteriumcynthia",60,0.00292191024230283,0.00503351001506402,0.0438286536345425
"1175",6,"Warm","Jun",23.2,"AlgaeDesmidCosmariumunknown",19,0.00664566375567361,0.00749494995354673,0.0315669028394497
"1176",6,"Warm","Jun",23.2,"AlgaeDesmidPleurotaeniumunknown",22,0.0828578684214607,0.0927280530110756,0.455718276318034
"1177",6,"Warm","Jun",23.2,"AlgaeDesmidSpirogyraunknown",11,0.99005857031839,1.39923708519743,2.72266106837557
"1178",6,"Warm","Jun",23.2,"AlgaeDesmidStaurodesmusunknown",48,4.04967001010992e-05,4.64453057906715e-05,0.000485960401213191
"1179",6,"Warm","Jun",23.2,"AlgaeDiatomAmphoraunknown",101,0.00151874537251267,0.00271092218868468,0.0383483206559449
"1180",6,"Warm","Jun",23.2,"AlgaeDiatomNaviculaunknown",56,0.000145141580595848,0.000145141580595848,0.00203198212834187
"1181",6,"Warm","Jun",23.2,"AlgaeDiatomPeniumunknown",182,0.000565890895900925,0.000780539166759896,0.0257480357634921
"1182",6,"Warm","Jun",23.2,"CiliateCinetochilidaeCinetochilummargaritaceum",1,0.000154212929383089,0.000154212929383089,3.85532323457722e-05
"1183",6,"Warm","Jun",23.2,"CiliateColepidaeColepshirtus",9,0.00290853424253729,0.00310240128523626,0.00654420204570891
"1184",6,"Warm","Jun",23.2,"CiliateCyclidiidaeCyclidiumbrandoni",13,0.000443668039249592,0.000554360203664699,0.00144192112756117
"1185",6,"Warm","Jun",23.2,"CiliateCyclidiidaeCyclidiumglaucoma",3,0.000333556854665644,0.000355596872459829,0.000250167640999233
"1186",6,"Warm","Jun",23.2,"CiliateHalteridaeHalteriagrandinella",10,0.00119383384921715,0.00172859590779083,0.00298458462304286
"1187",6,"Warm","Jun",23.2,"CiliateLitonotidaeAcineriauncinata",14,0.002678106944421,0.00284993556921093,0.00937337430547349
"1188",6,"Warm","Jun",23.2,"CiliateLoxodidaeLoxodesmagnus",3,0.0982385815819961,0.0992320085059985,0.0736789361864971
"1189",6,"Warm","Jun",23.2,"CiliateLoxodidaeLoxodesrostrum",2,0.0209328227173547,0.0210771377972833,0.0104664113586774
"1190",6,"Warm","Jun",23.2,"CiliateSpirofilidaeStichotrichasecunda",2,0.0220484171912096,0.0220484171912096,0.0110242085956048
"1191",6,"Warm","Jun",23.2,"FlagellateFlagellatePeridiniumunknown",204,0.00312710326577998,0.00375553839791758,0.159482266554779
"1192",6,"Warm","Jun",23.2,"FlagellateFlagellateunknownunknown",546,0.000820288731685046,0.0022122802251265,0.111969411875009
"1193",6,"Warm","Jun",23.2,"MeiofaunaOstracodunknownunknown",1,1.72859590779083,1.72859590779083,0.432148976947707
"1194",6,"Warm","Jun",23.2,"MeiofaunaRotiferaunknownunknown",4,0.0838555481892515,0.217712370893773,0.0838555481892515
"1195",6,"Warm","Mar",13,"AlgaeDesmidClosteriumcynthia",16,0.00264587557824195,0.00359225411974725,0.0105835023129678
"1196",6,"Warm","Mar",13,"AlgaeDesmidCosmariumunknown",31,0.00553246178375038,0.00983479350117469,0.0428765788240654
"1197",6,"Warm","Mar",13,"AlgaeDesmidMicrasteriasunknown",3,0.0593729723010971,0.0685068260412405,0.0445297292258228
"1198",6,"Warm","Mar",13,"AlgaeDesmidNetriumunknown",19,0.00504465265515769,0.00632236725075516,0.023962100111999
"1199",6,"Warm","Mar",13,"AlgaeDesmidSpirogyraunknown",31,0.883782480006892,1.4752190251762,6.84931422005342
"1200",6,"Warm","Mar",13,"AlgaeDesmidStaurodesmusunknown",43,3.06760587008134e-05,4.39053281302442e-05,0.000329767631033744
"1201",6,"Warm","Mar",13,"AlgaeDesmidXanthidiumunknown",24,0.00102917475774173,0.00158043054426591,0.00617504854645037
"1202",6,"Warm","Mar",13,"AlgaeDiatomNaviculaunknown",1,0.000234605238190901,0.000234605238190901,5.86513095477253e-05
"1203",6,"Warm","Mar",14.5,"CiliateColepidaeColepshirtus",2,0.0028938812144469,0.00297249957060298,0.00144694060722345
"1204",6,"Warm","Mar",14.5,"CiliateHalteridaeHalteriagrandinella",1,0.00139819722640667,0.00139819722640667,0.000349549306601667
"1205",6,"Warm","Mar",14.5,"FlagellateFlagellatePeridiniumunknown",11,0.00394285533628909,0.00477741575952379,0.010842852174795
"1206",6,"Warm","Mar",14.5,"FlagellateFlagellateunknownunknown",11,7.99085035391588e-05,0.000102727985377284,0.000219748384732687
"1207",6,"Warm","Mar",14.5,"MeiofaunaDaphiniidaeDaphniaunknown",1,1.54151244211336,1.54151244211336,0.38537811052834
"1208",6,"Warm","Mar",14.5,"MeiofaunaNematodaunknownunknown",2,0.654384423139563,1.08379939635556,0.327192211569781
"1209",6,"Warm","Mar",14.5,"MeiofaunaRotiferaKeratellavalga",4,0.0513726507870956,0.0932131484271116,0.0513726507870956
"1210",6,"Warm","Mar",14.5,"MeiofaunaRotiferaunknownunknown",3,0.149071557671186,0.230071136164403,0.111803668253389
"1211",6,"Warm","May",18.7,"CiliateHalteridaeHalteriagrandinella",4,0.00140629088538018,0.00153801694904734,0.00140629088538018
"1212",6,"Warm","May",18.7,"CiliateLitonotidaeAcineriauncinata",4,0.002989624261258,0.00318404342432142,0.002989624261258
"1213",6,"Warm","May",18.7,"CiliateProrodontidaeProrodonfarctus",1,0.0106153326679346,0.0106153326679346,0.00265383316698365
"1214",6,"Warm","May",18.7,"CiliateSpirostomidaeSpirostomumloxodes",1,0.0580566322383394,0.0580566322383394,0.0145141580595849
"1215",6,"Warm","May",18.7,"CiliateStentoridaeStentorroselii",2,0.247781009450416,0.287242525712425,0.123890504725208
"1216",6,"Warm","May",18.7,"FlagellateFlagellateFlagellateunknown",114,0.000845750252668011,0.0018810348845222,0.0241038822010383
"1217",6,"Warm","May",18.7,"FlagellateFlagellatePeridiniumunknown",129,0.00301011974993063,0.00335631841706755,0.0970763619352629
"1218",6,"Warm","May",18.7,"FlagellateFlagellateunknownunknown",410,0.000168231123046899,0.00108856185446886,0.0172436901123071
"1219",6,"Warm","May",18.7,"MeiofaunaNematodaunknownunknown",7,0.0954953500327316,0.113814221840041,0.16711686255728
"1220",6,"Warm","May",19,"AlgaeChlorophytaScenedesmusunknown",23,0.00156209778033588,0.00171718616687177,0.00898206223693132
"1221",6,"Warm","May",19,"AlgaeDesmidCosmariumunknown",51,0.00453941044541708,0.00510862078302238,0.0578774831790678
"1222",6,"Warm","May",19,"AlgaeDesmidMicrasteriasunknown",3,0.0404676094767258,0.0419500291369838,0.0303507071075443
"1223",6,"Warm","May",19,"AlgaeDesmidSpirogyraunknown",143,0.775827120535325,1.10307601252845,27.7358195591379
"1224",6,"Warm","May",19,"AlgaeDesmidStaurodesmusunknown",161,3.69076809111786e-05,5.45087269348853e-05,0.00148553415667494
"1225",6,"Warm","May",19,"AlgaeDesmidXanthidiumunknown",49,0.000776390536581198,0.00088552491005756,0.00951078407311968
"1226",6,"Warm","May",19,"AlgaeDiatomAmphoraunknown",51,0.000853432493903589,0.000853432493903589,0.0108812642972708
"1227",6,"Warm","May",19,"AlgaeDiatomNaviculaunknown",65,0.000127966493558673,0.000127966493558673,0.00207945552032844
"1228",6,"Warm","Nov",12.2,"AlgaeDesmidClosteriumparvulum",15,0.00576189497386315,0.00885424117293257,0.0216071061519868
"1229",6,"Warm","Nov",12.2,"AlgaeDesmidMicrasteriasunknown",8,0.00890767141728942,0.0150140901705261,0.0178153428345788
"1230",6,"Warm","Nov",12.2,"AlgaeDesmidPediastrumunknown",4,0.121342292295937,0.287806078216194,0.121342292295937
"1231",6,"Warm","Nov",12.2,"AlgaeDesmidPleurotaeniumunknown",18,0.266449150904403,0.532715199433334,1.19902117906981
"1232",6,"Warm","Nov",12.2,"AlgaeDesmidSpirogyraunknown",12,0.729950871825568,1.0801436427943,2.18985261547671
"1233",6,"Warm","Nov",12.2,"CiliateAspidiscidaeAspidiscacostata",3,0.00107700428416216,0.00122934918764684,0.000807753213121618
"1234",6,"Warm","Nov",12.2,"CiliateHalteridaeHalteriagrandinella",2,0.00172859590779083,0.00172859590779083,0.000864297953895415
"1235",6,"Warm","Nov",12.2,"CiliateLoxodidaeLoxodesrostrum",3,0.0432863799232143,0.0870849483575091,0.0324647849424107
"1236",6,"Warm","Nov",12.2,"CiliateStentoridaeStentorroselii",1,0.856888677791528,0.856888677791528,0.214222169447882
"1237",6,"Warm","Nov",12.2,"CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000580566322383394,0.000580566322383394,0.000145141580595848
"1238",6,"Warm","Nov",12.2,"FlagellateFlagellatePeridiniumunknown",38,0.00354121886653602,0.00409678238074071,0.0336415792320922
"1239",6,"Warm","Nov",12.2,"FlagellateFlagellateunknownunknown",127,0.000623853454892582,0.00182878391550769,0.0198073471928395
"1240",6,"Warm","Nov",12.2,"MeiofaunaGastrotrichaunknownunknown",4,0.0231024272860755,0.0302010600903841,0.0231024272860755
"1241",6,"Warm","Nov",12.2,"MeiofaunaNematodaunknownunknown",3,0.165002861996866,0.28410412125178,0.12375214649765
"1242",6,"Warm","Nov",12.2,"MeiofaunaRotiferaunknownunknown",1,0.023889820360808,0.023889820360808,0.005972455090202
"1243",6,"Warm","Oct",19,"AlgaeDesmidClosteriumacerosum",3,0.177965550633128,0.218236573902358,0.133474162974846
"1244",6,"Warm","Oct",19,"AlgaeDesmidClosteriumcynthia",45,0.00267651746793788,0.00333293449574933,0.0301108215143012
"1245",6,"Warm","Oct",19,"AlgaeDesmidClosteriumparvulum",5,0.00441608579463043,0.00474177543806637,0.00552010724328804
"1246",6,"Warm","Oct",19,"AlgaeDesmidCosmariumunknown",55,0.00770155312921863,0.00814425694118455,0.105896355526756
"1247",6,"Warm","Oct",19,"AlgaeDesmidMicrasteriasunknown",1,0.00118532290819943,0.00118532290819943,0.000296330727049858
"1248",6,"Warm","Oct",19,"AlgaeDesmidPediastrumunknown",5,0.00147785576389036,0.00156752907043516,0.00184731970486295
"1249",6,"Warm","Oct",19,"AlgaeDesmidPleurotaeniumunknown",8,0.278983304544277,0.569990943967229,0.557966609088554
"1250",6,"Warm","Oct",19,"AlgaeDesmidSpirogyraunknown",12,1.52422736329226,2.74317587326154,4.57268208987677
"1251",6,"Warm","Oct",19,"AlgaeDesmidXanthidiumunknown",7,0.00493908735346528,0.00595080480442979,0.00864340286856424
"1252",6,"Warm","Oct",19,"AlgaeDiatomNaviculaunknown",37,0.000221260276197227,0.000221260276197227,0.00204665755482435
"1253",6,"Warm","Oct",19,"CiliateColepidaeColepshirtus",4,0.00395212460541351,0.00442520552394454,0.00395212460541351
"1254",6,"Warm","Oct",19,"CiliateCyclidiidaeCyclidiumglaucoma",1,0.000232871602644895,0.000232871602644895,5.82179006612238e-05
"1255",6,"Warm","Oct",19,"CiliateHalteridaeHalteriagrandinella",3,0.00151284563604215,0.00172859590779083,0.00113463422703161
"1256",6,"Warm","Oct",19,"CiliateLoxodidaeLoxodesmagnus",24,0.0523053971072289,0.0523053971072289,0.313832382643373
"1257",6,"Warm","Oct",19,"CiliateLoxodidaeLoxodesrostrum",10,0.0144966080234645,0.0154978954391789,0.0362415200586612
"1258",6,"Warm","Oct",19,"CiliateProrodontidaeProrodonfarctus",1,0.0131080989975626,0.0131080989975626,0.00327702474939065
"1259",6,"Warm","Oct",19,"CiliateStrombilidiidaeStrombilidiumgyrans",4,0.000506997683718873,0.000534121016592722,0.000506997683718873
"1260",6,"Warm","Oct",19,"FlagellateFlagellateEuglenaunknown",1,0.0145141580595848,0.0145141580595848,0.0036285395148962
"1261",6,"Warm","Oct",19,"FlagellateFlagellateFlagellateunknown",25,6.24931265518858e-05,0.000117927534234127,0.000390582040949286
"1262",6,"Warm","Oct",19,"FlagellateFlagellatePeridiniumunknown",26,0.00313033638752722,0.00359225411974725,0.020347186518927
"1263",6,"Warm","Oct",19,"FlagellateFlagellateunknownunknown",20,0.000160341129452692,0.000510898363697387,0.000801705647263458
"1264",6,"Warm","Oct",19,"MeiofaunaCopepodaCopepodaunknown",1,1.24483599588194,1.24483599588194,0.311208998970485
"1265",6,"Warm","Oct",19,"MeiofaunaGastrotrichaGastrotrichaunknown",4,0.0466340906382104,0.052588826360448,0.0466340906382104
"1266",6,"Warm","Oct",19,"MeiofaunaNematodaunknownunknown",4,0.231865600143666,0.572833461188987,0.231865600143666
"1267",6,"Warm","Oct",19,"MeiofaunaRotiferaunknownunknown",2,0.00512063528052726,0.00544063214863538,0.00256031764026363
"1268",6,"Warm","Oct",19,"MeiofaunaTurbellarianunknownunknown",2,1.38649851263236,1.94637036702742,0.693249256316178
"1269",6,"Warm","Sep",19,"CiliateLoxodidaeLoxodesmagnus",3,0.0509251678709386,0.0586965453403442,0.0381938759032039
"1270",6,"Warm","Sep",19,"CiliateLoxodidaeLoxodesrostrum",2,0.0198189417204931,0.0201585528605345,0.00990947086024655
"1271",6,"Warm","Sep",19,"CiliateProrodontidaeProrodonfarctus",1,0.0278188029475376,0.0278188029475376,0.0069547007368844
"1272",6,"Warm","Sep",19,"CiliateStentoridaeStentorroselii",2,0.796129630273811,0.896789186859181,0.398064815136906
"1273",6,"Warm","Sep",19,"CiliateUrotrichidaeUrotrichaagilis",1,0.00347335897497582,0.00347335897497582,0.000868339743743955
"1274",6,"Warm","Sep",21.4,"AlgaeChlorophytaScenedesmusunknown",97,0.000958238642821222,0.0017145655549999,0.0232372870884146
"1275",6,"Warm","Sep",21.4,"AlgaeDesmidClosteriumacerosum",2,0.170359930224378,0.19194974033801,0.0851799651121888
"1276",6,"Warm","Sep",21.4,"AlgaeDesmidClosteriumcynthia",3,0.00260887959410466,0.00286848143784262,0.00195665969557849
"1277",6,"Warm","Sep",21.4,"AlgaeDesmidClosteriumparvulum",44,0.0106277686624538,0.0119895412164372,0.116905455286992
"1278",6,"Warm","Sep",21.4,"AlgaeDesmidCosmariumunknown",12,0.0067649180409789,0.00766528972521825,0.0202947541229367
"1279",6,"Warm","Sep",21.4,"AlgaeDesmidMicrasteriasunknown",12,0.00270711558195285,0.00342896984157692,0.00812134674585855
"1280",6,"Warm","Sep",21.4,"AlgaeDesmidNetriumunknown",43,0.000157713187197964,0.000271213170185631,0.00169541676237811
"1281",6,"Warm","Sep",21.4,"AlgaeDesmidPleurotaeniumunknown",37,0.0552376299684929,0.0629188751883003,0.51094807720856
"1282",6,"Warm","Sep",21.4,"AlgaeDesmidSpirogyraunknown",128,1.04270108791537,3.05643978471424,33.3664348132918
"1283",6,"Warm","Sep",21.4,"AlgaeDesmidStaurodesmusunknown",92,3.8721700251821e-05,5.53150690493067e-05,0.000890599105791883
"1284",6,"Warm","Sep",21.4,"CiliateHalteridaeHalteriagrandinella",3,0.00145172490376901,0.00172859590779083,0.00108879367782676
"1285",6,"Warm","Sep",21.4,"CiliateProrodontidaeProrodonfarctus",1,0.00980512011136399,0.00980512011136399,0.002451280027841
"1286",6,"Warm","Sep",21.4,"CiliateSpirostomidaeSpirostomumloxodes",1,0.0580566322383394,0.0580566322383394,0.0145141580595849
"1287",6,"Warm","Sep",21.4,"CiliateStentoridaeStentorroselii",2,0.301068329667481,0.38442428844119,0.150534164833741
"1288",6,"Warm","Sep",21.4,"CiliateUrotrichidaeUrotrichaagilis",1,0.00140497050016781,0.00140497050016781,0.000351242625041952
"1289",6,"Warm","Sep",21.4,"FlagellateFlagellatePeridiniumunknown",41,0.00307927942510523,0.00367389625883241,0.0315626141073286
"1290",6,"Warm","Sep",21.4,"FlagellateFlagellateunknownunknown",103,0.000356893739360523,0.00172859590779083,0.00919001378853346
"1291",6,"Warm","Sep",21.4,"MeiofaunaNematodaunknownunknown",2,0.131987378987893,0.155118572528901,0.0659936894939467
"1292",7,"Cold","Apr",11.6,"AlgaeChlorophytaBotryococcusunknown",20,0.0398524547428251,0.0443488162931759,0.199262273714126
"1293",7,"Cold","Apr",11.6,"AlgaeDesmidClosteriumdidymotocum",6,0.179054092329044,0.235812856458564,0.268581138493567
"1294",7,"Cold","Apr",11.6,"AlgaeDesmidCosmariumunknown",2,0.00200666298594905,0.00221808588835033,0.00100333149297452
"1295",7,"Cold","Apr",11.6,"AlgaeDesmidPleurotaeniumunknown",33,0.361676131228277,0.407190027577389,2.98382808263329
"1296",7,"Cold","Apr",11.6,"AlgaeDesmidSpirogyraunknown",31,1.14371628337018,1.73276082608024,8.86380119611893
"1297",7,"Cold","Apr",11.6,"AlgaeDesmidXanthidiumunknown",12,0.000834201234474639,0.000834201234474639,0.00250260370342392
"1298",7,"Cold","Apr",11.6,"CiliateCyclidiidaeCyclidiumbrandoni",2,0.00147074785815174,0.00158043054426591,0.00073537392907587
"1299",7,"Cold","Apr",11.6,"CiliateHalteridaeHalteriagrandinella",3,0.00117561992475589,0.00127325451577708,0.000881714943566918
"1300",7,"Cold","Apr",11.6,"CiliateLitonotidaeAcineriauncinata",1,0.0126998883021367,0.0126998883021367,0.00317497207553418
"1301",7,"Cold","Apr",11.6,"CiliateSpirofilidaeStichotrichasecunda",3,0.0218000638199678,0.0323781837993219,0.0163500478649759
"1302",7,"Cold","Apr",11.6,"FlagellateFlagellatePeridiniumunknown",159,0.00402278949616826,0.00445874935590447,0.159905882472688
"1303",7,"Cold","Apr",11.6,"FlagellateFlagellateunknownunknown",446,0.000232956480762202,0.000735867813620952,0.0259746476049855
"1304",7,"Cold","Apr",11.6,"MeiofaunaNematodaunknownunknown",3,0.149419991537863,0.229798713481046,0.112064993653397
"1305",7,"Cold","Apr",11.6,"MeiofaunaRotiferaKeratellavalga",5,0.0402366730951555,0.0515887605530369,0.0502958413689444
"1306",7,"Cold","Apr",11.6,"MeiofaunaRotiferaunknownunknown",6,0.0307907515176958,0.142223388166652,0.0461861272765437
"1307",7,"Cold","Aug",18,"AlgaeDesmidClosteriumacerosum",28,0.201820420382966,0.592612065645206,1.41274294268076
"1308",7,"Cold","Aug",18,"AlgaeDesmidClosteriumdidymotocum",28,0.282490670997929,0.36142866116817,1.9774346969855
"1309",7,"Cold","Aug",18,"AlgaeDesmidClosteriumparvulum",75,0.00731508358576921,0.00885424117293257,0.137157817233173
"1310",7,"Cold","Aug",18,"AlgaeDesmidCosmariumunknown",19,0.00794338014485872,0.00857560965529426,0.0377310556880789
"1311",7,"Cold","Aug",18,"AlgaeDesmidPleurotaeniumunknown",30,0.329135132091666,0.511824407298694,2.4685134906875
"1312",7,"Cold","Aug",18,"AlgaeDesmidStaurodesmusunknown",37,5.22509690145054e-05,5.22509690145054e-05,0.000483321463384175
"1313",7,"Cold","Aug",18,"AlgaeDiatomAmphoraunknown",37,0.00270124608331162,0.00367389625883241,0.0249865262706325
"1314",7,"Cold","Aug",18,"CiliateBlepharismidaeBlepharismaunknown",2,0.253179167528174,0.266874727073198,0.126589583764087
"1315",7,"Cold","Aug",18,"CiliateCinetochilidaeCinetochilummargaritaceum",7,0.0018248270795605,0.00215406232446528,0.00319344738923087
"1316",7,"Cold","Aug",18,"CiliateCyclidiumCyclidiumglaucoma",1,0.00140497050016781,0.00140497050016781,0.000351242625041952
"1317",7,"Cold","Aug",18,"CiliateHalteridaeHalteriagrandinella",14,0.00137087374790085,0.00182878391550769,0.00479805811765298
"1318",7,"Cold","Aug",18,"CiliateLitonotidaeAcineriauncinata",2,0.00901417913132806,0.0118532290819943,0.00450708956566403
"1319",7,"Cold","Aug",18,"CiliateLoxodidaeLoxodesmagnus",3,0.0663983623633458,0.105614045073221,0.0497987717725093
"1320",7,"Cold","Aug",18,"CiliateLoxodidaeLoxodesrostrum",1,0.0176887672811675,0.0176887672811675,0.00442219182029188
"1321",7,"Cold","Aug",18,"CiliateParameciidaeParameciumunknown",2,0.0438666237087519,0.0455434927699026,0.0219333118543759
"1322",7,"Cold","Aug",18,"CiliateProrodontidaeProrodonfarctus",1,0.0131080989975626,0.0131080989975626,0.00327702474939065
"1323",7,"Cold","Aug",18,"CiliateSpirofilidaeStichotrichasecunda",4,0.0164968222883534,0.0211224542241138,0.0164968222883534
"1324",7,"Cold","Aug",18,"CiliateSpirostomidaeSpirostomumloxodes",5,0.227350295967712,0.283832424276326,0.284187869959639
"1325",7,"Cold","Aug",18,"CiliateStentoridaeStentorroselii",2,0.788439202833176,1.16113264476679,0.394219601416588
